,Location,Type,Start,End,Duration
5491,Location 12,Wet,2019-12-08,2019-12-09,2
5492,Location 12,Dry,2019-12-10,2019-12-18,9
5493,Location 12,Wet,2019-12-19,2019-12-19,1
5494,Location 12,Dry,2019-12-20,2019-12-22,3
5495,Location 12,Wet,2019-12-23,2019-12-23,1
5496,Location 12,Dry,2019-12-24,2019-12-25,2
5497,Location 12,Wet,2019-12-26,2019-12-26,1
5498,Location 12,Dry,2019-12-27,2019-12-29,3
5499,Location 12,Wet,2019-12-30,2019-12-30,1
5500,Location 12,Dry,2019-12-31,2019-12-31,1
5501,Location 12,Wet,2019-01-01,2019-01-01,1
5502,Location 12,Dry,2019-01-02,2019-01-05,4
5503,Location 12,Wet,2019-01-06,2019-01-07,2
5504,Location 12,Dry,2019-01-08,2019-01-11,4
5505,Location 12,Wet,2019-01-12,2019-01-13,2
5506,Location 12,Dry,2019-01-14,2019-01-14,1
5507,Location 12,Wet,2019-01-15,2019-01-18,4
5508,Location 12,Dry,2019-01-19,2019-01-31,13
5509,Location 12,Wet,2019-02-01,2019-02-01,1
5510,Location 12,Dry,2019-02-02,2019-02-02,1
5511,Location 12,Wet,2019-02-03,2019-02-06,4
5512,Location 12,Dry,2019-02-07,2019-02-10,4
5513,Location 12,Wet,2019-02-11,2019-02-11,1
5514,Location 12,Dry,2019-02-12,2019-02-13,2
5515,Location 12,Wet,2019-02-14,2019-02-16,3
5516,Location 12,Dry,2019-02-17,2019-02-17,1
5517,Location 12,Wet,2019-02-18,2019-02-18,1
5518,Location 12,Dry,2019-02-19,2019-02-20,2
5519,Location 12,Wet,2019-02-21,2019-02-22,2
5520,Location 12,Dry,2019-02-23,2019-03-02,8
5521,Location 12,Wet,2019-03-03,2019-03-03,1
5522,Location 12,Dry,2019-03-04,2019-03-06,3
5523,Location 12,Wet,2019-03-07,2019-03-07,1
5524,Location 12,Dry,2019-03-08,2019-03-11,4
5525,Location 12,Wet,2019-03-12,2019-03-12,1
5526,Location 12,Dry,2019-03-13,2019-03-20,8
5527,Location 12,Wet,2019-03-21,2019-03-21,1
5528,Location 12,Dry,2019-03-22,2019-04-29,39
5529,Location 12,Wet,2019-04-30,2019-05-01,2
5530,Location 12,Dry,2019-05-02,2019-05-05,4
5531,Location 12,Wet,2019-05-06,2019-05-06,1
5532,Location 12,Dry,2019-05-07,2019-05-16,10
5533,Location 12,Wet,2019-05-17,2019-05-17,1
5534,Location 12,Dry,2019-05-18,2019-05-19,2
5535,Location 12,Wet,2019-05-20,2019-05-20,1
5536,Location 12,Dry,2019-05-21,2019-05-22,2
5537,Location 12,Wet,2019-05-23,2019-05-23,1
5538,Location 12,Dry,2019-05-24,2019-05-26,3
5539,Location 12,Wet,2019-05-27,2019-05-27,1
5540,Location 12,Dry,2019-05-28,2019-11-19,176
5541,Location 12,Wet,2019-11-20,2019-11-21,2
5542,Location 12,Dry,2019-11-22,2019-11-27,6
5543,Location 12,Wet,2019-11-28,2019-11-30,3
5544,Location 12,Dry,2019-12-01,2019-12-03,3
5545,Location 12,Wet,2019-12-04,2019-12-05,2
5546,Location 12,Dry,2019-12-06,2019-12-06,1
5547,Location 12,Wet,2019-12-07,2019-12-09,3
5548,Location 12,Dry,2019-12-10,2019-12-23,14
5549,Location 12,Wet,2019-12-24,2019-12-24,1
5550,Location 12,Dry,2019-12-25,2019-12-25,1
5551,Location 12,Wet,2019-12-26,2019-12-27,2
5552,Location 12,Dry,2019-12-28,2020-01-09,13
5553,Location 12,Wet,2020-01-10,2020-01-10,1
5554,Location 12,Dry,2020-01-11,2020-01-16,6
5555,Location 12,Wet,2020-01-17,2020-01-17,1
5556,Location 12,Dry,2020-01-18,2020-03-14,57
5557,Location 12,Wet,2020-03-15,2020-03-16,2
5558,Location 12,Dry,2020-03-17,2020-03-22,6
5559,Location 12,Wet,2020-03-23,2020-03-23,1
5560,Location 12,Dry,2020-03-24,2020-03-24,1
5561,Location 12,Wet,2020-03-25,2020-03-26,2
5562,Location 12,Dry,2020-03-27,2020-04-04,9
5563,Location 12,Wet,2020-04-05,2020-04-07,3
5564,Location 12,Dry,2020-04-08,2020-04-09,2
5565,Location 12,Wet,2020-04-10,2020-04-10,1
5566,Location 12,Dry,2020-04-11,2020-05-17,37
5567,Location 12,Wet,2020-05-18,2020-05-18,1
5568,Location 12,Dry,2020-05-19,2020-05-30,12
5569,Location 12,Wet,2020-05-31,2020-05-31,1
5570,Location 12,Dry,2020-06-01,2020-11-06,159
5571,Location 12,Wet,2020-11-07,2020-11-07,1
5572,Location 12,Dry,2020-11-08,2020-11-17,10
5573,Location 12,Wet,2020-11-18,2020-11-18,1
5574,Location 12,Dry,2020-11-19,2020-12-11,23
5575,Location 12,Wet,2020-12-12,2020-12-12,1
5576,Location 12,Dry,2020-12-13,2020-12-13,1
5577,Location 12,Wet,2020-12-14,2020-12-14,1
5578,Location 12,Dry,2020-12-15,2020-12-16,2
5579,Location 12,Wet,2020-12-17,2020-12-17,1
5580,Location 12,Dry,2020-12-18,2020-12-25,8
5581,Location 12,Wet,2020-12-26,2020-12-26,1
5582,Location 12,Dry,2020-12-27,2020-12-27,1
5583,Location 12,Wet,2020-12-28,2020-12-28,1
5584,Location 12,Dry,2020-01-01,2020-12-31,366
5585,Location 12,Wet,2020-01-17,2020-01-17,1
5586,Location 12,Dry,2020-01-18,2020-01-20,3
5587,Location 12,Wet,2020-01-21,2020-01-21,1
5588,Location 12,Dry,2020-01-22,2020-02-09,19
5589,Location 12,Wet,2020-02-10,2020-02-10,1
5590,Location 12,Dry,2020-02-11,2020-02-22,12
5591,Location 12,Wet,2020-02-23,2020-02-23,1
5592,Location 12,Dry,2020-02-24,2020-03-09,15
5593,Location 12,Wet,2020-03-10,2020-03-14,5
5594,Location 12,Dry,2020-03-15,2020-03-16,2
5595,Location 12,Wet,2020-03-17,2020-03-17,1
5596,Location 12,Dry,2020-03-18,2020-03-18,1
5597,Location 12,Wet,2020-03-19,2020-03-20,2
5598,Location 12,Dry,2020-03-21,2020-03-22,2
5599,Location 12,Wet,2020-03-23,2020-03-24,2
5600,Location 12,Dry,2020-03-25,2020-04-05,12
5601,Location 12,Wet,2020-04-06,2020-04-11,6
5602,Location 12,Dry,2020-04-12,2020-06-05,55
5603,Location 12,Wet,2020-06-06,2020-06-06,1
5604,Location 12,Dry,2020-06-07,2020-11-07,154
5605,Location 12,Wet,2020-11-08,2020-11-09,2
5606,Location 12,Dry,2020-11-10,2020-12-27,48
5607,Location 12,Wet,2020-12-28,2020-12-29,2
5608,Location 12,Dry,2020-12-30,2021-01-22,24
5609,Location 12,Wet,2021-01-23,2021-01-26,4
5610,Location 12,Dry,2021-01-27,2021-01-28,2
5611,Location 12,Wet,2021-01-29,2021-01-30,2
5612,Location 12,Dry,2021-01-31,2021-02-12,13
5613,Location 12,Wet,2021-02-13,2021-02-13,1
5614,Location 12,Dry,2021-02-14,2021-03-03,18
5615,Location 12,Wet,2021-03-04,2021-03-04,1
5616,Location 12,Dry,2021-03-05,2021-03-09,5
5617,Location 12,Wet,2021-03-10,2021-03-11,2
5618,Location 12,Dry,2021-03-12,2021-03-15,4
5619,Location 12,Wet,2021-03-16,2021-03-16,1
5620,Location 12,Dry,2021-03-17,2021-03-25,9
5621,Location 12,Wet,2021-03-26,2021-03-26,1
5622,Location 12,Dry,2021-03-27,2021-07-26,122
5623,Location 12,Wet,2021-07-27,2021-07-27,1
5624,Location 12,Dry,2021-07-28,2021-10-04,69
5625,Location 12,Wet,2021-10-05,2021-10-05,1
5626,Location 12,Dry,2021-10-06,2021-10-07,2
5627,Location 12,Wet,2021-10-08,2021-10-09,2
5628,Location 12,Dry,2021-10-10,2021-10-25,16
5629,Location 12,Wet,2021-10-26,2021-10-26,1
5630,Location 12,Dry,2021-10-27,2021-12-09,44
5631,Location 12,Wet,2021-12-10,2021-12-10,1
5632,Location 12,Dry,2021-12-11,2021-12-14,4
5633,Location 12,Wet,2021-12-15,2021-12-15,1
5634,Location 12,Dry,2021-12-16,2021-12-23,8
5635,Location 12,Wet,2021-12-24,2021-12-26,3
5636,Location 12,Dry,2021-12-27,2021-12-27,1
5637,Location 12,Wet,2021-12-28,2021-12-28,1
5638,Location 12,Dry,2021-12-29,2021-12-29,1
5639,Location 12,Wet,2021-12-30,2021-12-30,1
5640,Location 12,Dry,2021-12-31,2022-03-05,65
5641,Location 12,Wet,2022-03-06,2022-03-06,1
5642,Location 12,Dry,2022-03-07,2022-03-19,13
5643,Location 12,Wet,2022-03-20,2022-03-20,1
5644,Location 12,Dry,2022-03-21,2022-03-27,7
5645,Location 12,Wet,2022-03-28,2022-03-28,1
5646,Location 12,Dry,2022-03-29,2022-04-15,18
5647,Location 12,Wet,2022-04-16,2022-04-17,2
5648,Location 12,Dry,2022-04-18,2022-04-20,3
5649,Location 12,Wet,2022-04-21,2022-04-22,2
5650,Location 12,Dry,2022-04-23,2022-09-18,149
5651,Location 12,Wet,2022-09-19,2022-09-19,1
5652,Location 12,Dry,2022-09-20,2022-11-01,43
5653,Location 12,Wet,2022-11-02,2022-11-03,2
5654,Location 12,Dry,2022-11-04,2022-11-06,3
5655,Location 12,Wet,2022-11-07,2022-11-09,3
5656,Location 12,Dry,2022-11-10,2022-12-01,22
5657,Location 12,Wet,2022-12-02,2022-12-02,1
5658,Location 12,Dry,2022-12-03,2022-12-03,1
5659,Location 12,Wet,2022-12-04,2022-12-04,1
5660,Location 12,Dry,2022-12-05,2022-12-05,1
5661,Location 12,Wet,2022-12-06,2022-12-06,1
5662,Location 12,Dry,2022-12-07,2022-12-10,4
5663,Location 12,Wet,2022-12-11,2022-12-12,2
5664,Location 12,Dry,2022-12-13,2022-12-26,14
5665,Location 12,Wet,2022-12-27,2022-12-31,5
5666,Location 12,Dry,2022-01-01,2022-01-17,17
5667,Location 12,Wet,2022-01-18,2022-01-18,1
5668,Location 12,Dry,2022-01-19,2022-02-15,28
5669,Location 12,Wet,2022-02-16,2022-02-16,1
5670,Location 12,Dry,2022-02-17,2022-02-22,6
5671,Location 12,Wet,2022-02-23,2022-02-24,2
5672,Location 12,Dry,2022-02-25,2022-03-03,7
5673,Location 12,Wet,2022-03-04,2022-03-05,2
5674,Location 12,Dry,2022-03-06,2022-03-19,14
5675,Location 12,Wet,2022-03-20,2022-03-20,1
5676,Location 12,Dry,2022-03-21,2022-03-28,8
5677,Location 12,Wet,2022-03-29,2022-03-29,1
5678,Location 12,Dry,2022-03-30,2022-04-21,23
5679,Location 12,Wet,2022-04-22,2022-04-22,1
5680,Location 12,Dry,2022-04-23,2022-09-09,140
5681,Location 12,Wet,2022-09-10,2022-09-10,1
5682,Location 12,Dry,2022-09-11,2022-09-11,1
5683,Location 12,Wet,2022-09-12,2022-09-12,1
5684,Location 12,Dry,2022-09-13,2022-10-11,29
5685,Location 12,Wet,2022-10-12,2022-10-12,1
5686,Location 12,Dry,2022-10-13,2022-10-15,3
5687,Location 12,Wet,2022-10-16,2022-10-16,1
5688,Location 12,Dry,2022-10-17,2022-10-22,6
5689,Location 12,Wet,2022-10-23,2022-10-23,1
5690,Location 12,Dry,2022-10-24,2022-11-07,15
5691,Location 12,Wet,2022-11-08,2022-11-09,2
5692,Location 12,Dry,2022-11-10,2022-12-11,32
5693,Location 12,Wet,2022-12-12,2022-12-13,2
5694,Location 12,Dry,2022-12-14,2022-12-27,14
5695,Location 12,Wet,2022-12-28,2022-12-28,1
5696,Location 12,Dry,2022-12-29,2022-12-31,3
5697,Location 12,Wet,2023-01-01,2023-01-01,1
5698,Location 12,Dry,2023-01-02,2023-01-02,1
5699,Location 12,Wet,2023-01-03,2023-01-03,1
5700,Location 12,Dry,2023-01-04,2023-01-04,1
5701,Location 12,Wet,2023-01-05,2023-01-06,2
5702,Location 12,Dry,2023-01-07,2023-01-07,1
5703,Location 12,Wet,2023-01-08,2023-01-12,5
5704,Location 12,Dry,2023-01-13,2023-01-13,1
5705,Location 12,Wet,2023-01-14,2023-01-17,4
5706,Location 12,Dry,2023-01-18,2023-01-18,1
5707,Location 12,Wet,2023-01-19,2023-01-19,1
5708,Location 12,Dry,2023-01-20,2023-02-04,16
5709,Location 12,Wet,2023-02-05,2023-02-06,2
5710,Location 12,Dry,2023-02-07,2023-02-23,17
5711,Location 12,Wet,2023-02-24,2023-02-25,2
5712,Location 12,Dry,2023-02-26,2023-02-26,1
5713,Location 12,Wet,2023-02-27,2023-03-01,3
5714,Location 12,Dry,2023-03-02,2023-03-04,3
5715,Location 12,Wet,2023-03-05,2023-03-06,2
5716,Location 12,Dry,2023-03-07,2023-03-08,2
5717,Location 12,Wet,2023-03-09,2023-03-12,4
5718,Location 12,Dry,2023-03-13,2023-03-13,1
5719,Location 12,Wet,2023-03-14,2023-03-15,2
5720,Location 12,Dry,2023-03-16,2023-03-18,3
5721,Location 12,Wet,2023-03-19,2023-03-20,2
5722,Location 12,Dry,2023-03-21,2023-03-21,1
5723,Location 12,Wet,2023-03-22,2023-03-23,2
5724,Location 12,Dry,2023-03-24,2023-03-28,5
5725,Location 12,Wet,2023-03-29,2023-03-30,2
5726,Location 12,Dry,2023-03-31,2023-05-01,32
5727,Location 12,Wet,2023-05-02,2023-05-04,3
5728,Location 12,Dry,2023-05-05,2023-10-22,171
5729,Location 12,Wet,2023-10-23,2023-10-23,1
5730,Location 12,Dry,2023-10-24,2023-11-17,25
5731,Location 12,Wet,2023-11-18,2023-11-19,2
5732,Location 12,Dry,2023-11-20,2023-12-06,17
5733,Location 12,Wet,2023-12-07,2023-12-07,1
5734,Location 12,Dry,2023-12-08,2023-12-17,10
5735,Location 12,Wet,2023-12-18,2023-12-21,4
5736,Location 12,Dry,2023-12-22,2023-12-27,6
5737,Location 12,Wet,2023-12-28,2023-12-28,1
5738,Location 12,Dry,2023-12-29,2023-12-29,1
5739,Location 12,Wet,2023-01-01,2023-12-31,365
5740,Location 12,Dry,2023-01-07,2023-01-09,3
5741,Location 12,Wet,2023-01-10,2023-01-11,2
5742,Location 12,Dry,2023-01-12,2023-01-14,3
5743,Location 12,Wet,2023-01-15,2023-01-17,3
5744,Location 12,Dry,2023-01-18,2023-01-29,12
5745,Location 12,Wet,2023-01-30,2023-01-31,2
5746,Location 12,Dry,2023-02-01,2023-02-14,14
5747,Location 12,Wet,2023-02-15,2023-02-15,1
5748,Location 12,Dry,2023-02-16,2023-02-22,7
5749,Location 12,Wet,2023-02-23,2023-02-26,4
5750,Location 12,Dry,2023-02-27,2023-02-27,1
5751,Location 12,Wet,2023-02-28,2023-03-02,3
5752,Location 12,Dry,2023-03-03,2023-03-10,8
5753,Location 12,Wet,2023-03-11,2023-03-11,1
5754,Location 12,Dry,2023-03-12,2023-03-14,3
5755,Location 12,Wet,2023-03-15,2023-03-16,2
5756,Location 12,Dry,2023-03-17,2023-03-19,3
5757,Location 12,Wet,2023-03-20,2023-03-24,5
5758,Location 12,Dry,2023-03-25,2023-03-29,5
5759,Location 12,Wet,2023-03-30,2023-03-31,2
5760,Location 12,Dry,2023-04-01,2023-05-03,33
5761,Location 12,Wet,2023-05-04,2023-05-05,2
5762,Location 12,Dry,2023-05-06,2023-06-11,37
5763,Location 12,Wet,2023-06-12,2023-06-12,1
5764,Location 12,Dry,2023-06-13,2023-08-19,68
5765,Location 12,Wet,2023-08-20,2023-08-21,2
5766,Location 12,Dry,2023-08-22,2023-09-30,40
5767,Location 12,Wet,2023-10-01,2023-10-01,1
5768,Location 12,Dry,2023-10-02,2023-11-15,45
5769,Location 12,Wet,2023-11-16,2023-11-16,1
5770,Location 12,Dry,2023-11-17,2023-11-29,13
5771,Location 12,Wet,2023-11-30,2023-11-30,1
5772,Location 12,Dry,2023-12-01,2023-12-20,20
5773,Location 12,Wet,2023-12-21,2023-12-22,2
5774,Location 12,Dry,2023-12-23,2023-12-30,8
5775,Location 12,Wet,2023-12-31,2023-12-31,1
5776,Location 12,Dry,2024-01-01,2024-01-02,2
5777,Location 12,Wet,2024-01-03,2024-01-03,1
5778,Location 12,Dry,2024-01-04,2024-01-06,3
5779,Location 12,Wet,2024-01-07,2024-01-07,1
5780,Location 12,Dry,2024-01-08,2024-01-10,3
5781,Location 12,Wet,2024-01-11,2024-01-11,1
5782,Location 12,Dry,2024-01-12,2024-01-13,2
5783,Location 12,Wet,2024-01-14,2024-01-14,1
5784,Location 12,Dry,2024-01-15,2024-01-16,2
5785,Location 12,Wet,2024-01-17,2024-01-17,1
5786,Location 12,Dry,2024-01-18,2024-01-20,3
5787,Location 12,Wet,2024-01-21,2024-01-23,3
5788,Location 12,Dry,2024-01-24,2024-01-24,1
5789,Location 12,Wet,2024-01-25,2024-01-25,1
5790,Location 12,Dry,2024-01-26,2024-01-31,6
5791,Location 12,Wet,2024-02-01,2024-02-06,6
5792,Location 12,Dry,2024-02-07,2024-02-07,1
5793,Location 12,Wet,2024-02-08,2024-02-08,1
5794,Location 12,Dry,2024-02-09,2024-02-14,6
5795,Location 12,Wet,2024-02-15,2024-02-15,1
5796,Location 12,Dry,2024-02-16,2024-02-17,2
5797,Location 12,Wet,2024-02-18,2024-02-19,2
5798,Location 12,Dry,2024-02-20,2024-02-20,1
5799,Location 12,Wet,2024-02-21,2024-02-21,1
5800,Location 12,Dry,2024-02-22,2024-02-29,8
5801,Location 12,Wet,2024-03-01,2024-03-03,3
5802,Location 12,Dry,2024-03-04,2024-03-06,3
5803,Location 12,Wet,2024-03-07,2024-03-07,1
5804,Location 12,Dry,2024-03-08,2024-03-22,15
5805,Location 12,Wet,2024-03-23,2024-03-24,2
5806,Location 12,Dry,2024-03-25,2024-03-27,3
5807,Location 12,Wet,2024-03-28,2024-03-28,1
5808,Location 12,Dry,2024-03-29,2024-03-29,1
5809,Location 12,Wet,2024-03-30,2024-03-31,2
5810,Location 12,Dry,2024-04-01,2024-04-04,4
5811,Location 12,Wet,2024-04-05,2024-04-05,1
5812,Location 12,Dry,2024-04-06,2024-04-13,8
5813,Location 12,Wet,2024-04-14,2024-04-14,1
5814,Location 12,Dry,2024-04-15,2024-05-04,20
5815,Location 12,Wet,2024-05-05,2024-05-05,1
5816,Location 12,Dry,2024-05-06,2024-11-01,180
5817,Location 12,Wet,2024-11-02,2024-11-02,1
5818,Location 12,Dry,2024-11-03,2024-11-11,9
5819,Location 12,Wet,2024-11-12,2024-11-12,1
5820,Location 12,Dry,2024-11-13,2024-11-22,10
5821,Location 12,Wet,2024-11-23,2024-11-23,1
5822,Location 12,Dry,2024-11-24,2024-11-24,1
5823,Location 12,Wet,2024-11-25,2024-11-26,2
5824,Location 12,Dry,2024-11-27,2024-12-11,15
5825,Location 12,Wet,2024-12-12,2024-12-15,4
5826,Location 12,Dry,2024-12-16,2024-12-16,1
5827,Location 12,Wet,2024-12-17,2024-12-17,1
5828,Location 12,Dry,2024-12-18,2024-12-23,6
5829,Location 12,Wet,2024-12-24,2024-12-25,2
5830,Location 12,Dry,2024-12-26,2024-12-26,1
5831,Location 12,Wet,2024-12-27,2024-12-28,2
5832,Location 12,Dry,2024-12-29,2024-12-29,1
5833,Location 12,Wet,2024-12-30,2024-12-30,1
5834,Location 12,Dry,2024-01-01,2024-12-31,366
5835,Location 12,Wet,2024-01-04,2024-01-04,1
5836,Location 12,Dry,2024-01-05,2024-01-06,2
5837,Location 12,Wet,2024-01-07,2024-01-07,1
5838,Location 12,Dry,2024-01-08,2024-01-11,4
5839,Location 12,Wet,2024-01-12,2024-01-12,1
5840,Location 12,Dry,2024-01-13,2024-01-20,8
5841,Location 12,Wet,2024-01-21,2024-01-23,3
5842,Location 12,Dry,2024-01-24,2024-02-01,9
5843,Location 12,Wet,2024-02-02,2024-02-03,2
5844,Location 12,Dry,2024-02-04,2024-02-04,1
5845,Location 12,Wet,2024-02-05,2024-02-10,6
5846,Location 12,Dry,2024-02-11,2024-02-20,10
5847,Location 12,Wet,2024-02-21,2024-02-22,2
5848,Location 12,Dry,2024-02-23,2024-03-01,8
5849,Location 12,Wet,2024-03-02,2024-03-04,3
5850,Location 12,Dry,2024-03-05,2024-03-06,2
5851,Location 12,Wet,2024-03-07,2024-03-07,1
5852,Location 12,Dry,2024-03-08,2024-03-15,8
5853,Location 12,Wet,2024-03-16,2024-03-16,1
5854,Location 12,Dry,2024-03-17,2024-03-23,7
5855,Location 12,Wet,2024-03-24,2024-03-24,1
5856,Location 12,Dry,2024-03-25,2024-03-29,5
5857,Location 12,Wet,2024-03-30,2024-04-01,3
5858,Location 12,Dry,2024-04-02,2024-04-05,4
5859,Location 12,Wet,2024-04-06,2024-04-06,1
5860,Location 12,Dry,2024-04-07,2024-04-13,7
5861,Location 12,Wet,2024-04-14,2024-04-14,1
5862,Location 12,Dry,2024-04-15,2024-05-05,21
5863,Location 12,Wet,2024-05-06,2024-05-06,1
5864,Location 12,Dry,2024-05-07,2024-09-08,125
5865,Location 12,Wet,2024-09-09,2024-09-09,1
5866,Location 12,Dry,2024-09-10,2024-12-31,113
5867,Location 13,Dry,2017-01-01,2017-01-02,2
5868,Location 13,Wet,2017-01-03,2017-01-05,3
5869,Location 13,Dry,2017-01-06,2017-01-06,1
5870,Location 13,Wet,2017-01-07,2017-01-12,6
5871,Location 13,Dry,2017-01-13,2017-01-18,6
5872,Location 13,Wet,2017-01-19,2017-01-24,6
5873,Location 13,Dry,2017-01-25,2017-02-01,8
5874,Location 13,Wet,2017-02-02,2017-02-04,3
5875,Location 13,Dry,2017-02-05,2017-02-05,1
5876,Location 13,Wet,2017-02-06,2017-02-10,5
5877,Location 13,Dry,2017-02-11,2017-02-15,5
5878,Location 13,Wet,2017-02-16,2017-02-18,3
5879,Location 13,Dry,2017-02-19,2017-02-19,1
5880,Location 13,Wet,2017-02-20,2017-02-22,3
5881,Location 13,Dry,2017-02-23,2017-03-04,10
5882,Location 13,Wet,2017-03-05,2017-03-05,1
5883,Location 13,Dry,2017-03-06,2017-03-20,15
5884,Location 13,Wet,2017-03-21,2017-03-22,2
5885,Location 13,Dry,2017-03-23,2017-03-24,2
5886,Location 13,Wet,2017-03-25,2017-03-25,1
5887,Location 13,Dry,2017-03-26,2017-04-06,12
5888,Location 13,Wet,2017-04-07,2017-04-07,1
5889,Location 13,Dry,2017-04-08,2017-04-08,1
5890,Location 13,Wet,2017-04-09,2017-04-09,1
5891,Location 13,Dry,2017-04-10,2017-04-11,2
5892,Location 13,Wet,2017-04-12,2017-04-13,2
5893,Location 13,Dry,2017-04-14,2017-04-16,3
5894,Location 13,Wet,2017-04-17,2017-04-18,2
5895,Location 13,Dry,2017-04-19,2017-10-19,184
5896,Location 13,Wet,2017-10-20,2017-10-20,1
5897,Location 13,Dry,2017-10-21,2017-11-08,19
5898,Location 13,Wet,2017-11-09,2017-11-09,1
5899,Location 13,Dry,2017-11-10,2017-11-16,7
5900,Location 13,Wet,2017-11-17,2017-11-17,1
5901,Location 13,Dry,2017-11-18,2017-11-26,9
5902,Location 13,Wet,2017-11-27,2017-11-27,1
5903,Location 13,Dry,2017-11-28,2017-12-19,22
5904,Location 13,Wet,2017-12-20,2017-12-20,1
5905,Location 13,Dry,2017-12-21,2017-12-31,11
5906,Location 13,Wet,2017-01-01,2017-01-01,1
5907,Location 13,Dry,2017-01-02,2017-01-05,4
5908,Location 13,Wet,2017-01-06,2017-01-06,1
5909,Location 13,Dry,2017-01-07,2017-01-09,3
5910,Location 13,Wet,2017-01-10,2017-01-10,1
5911,Location 13,Dry,2017-01-11,2017-01-11,1
5912,Location 13,Wet,2017-01-12,2017-01-14,3
5913,Location 13,Dry,2017-01-15,2017-01-19,5
5914,Location 13,Wet,2017-01-20,2017-01-21,2
5915,Location 13,Dry,2017-01-22,2017-01-22,1
5916,Location 13,Wet,2017-01-23,2017-01-24,2
5917,Location 13,Dry,2017-01-25,2017-02-06,13
5918,Location 13,Wet,2017-02-07,2017-02-08,2
5919,Location 13,Dry,2017-02-09,2017-02-17,9
5920,Location 13,Wet,2017-02-18,2017-02-18,1
5921,Location 13,Dry,2017-02-19,2017-02-26,8
5922,Location 13,Wet,2017-02-27,2017-02-28,2
5923,Location 13,Dry,2017-03-01,2017-05-06,67
5924,Location 13,Wet,2017-05-07,2017-05-08,2
5925,Location 13,Dry,2017-05-09,2017-08-01,85
5926,Location 13,Wet,2017-08-02,2017-08-02,1
5927,Location 13,Dry,2017-08-03,2018-01-03,154
5928,Location 13,Wet,2018-01-04,2018-01-04,1
5929,Location 13,Dry,2018-01-05,2018-01-05,1
5930,Location 13,Wet,2018-01-06,2018-01-06,1
5931,Location 13,Dry,2018-01-07,2018-01-07,1
5932,Location 13,Wet,2018-01-08,2018-01-10,3
5933,Location 13,Dry,2018-01-11,2018-01-18,8
5934,Location 13,Wet,2018-01-19,2018-01-19,1
5935,Location 13,Dry,2018-01-20,2018-01-22,3
5936,Location 13,Wet,2018-01-23,2018-01-23,1
5937,Location 13,Dry,2018-01-24,2018-01-24,1
5938,Location 13,Wet,2018-01-25,2018-01-25,1
5939,Location 13,Dry,2018-01-26,2018-02-26,32
5940,Location 13,Wet,2018-02-27,2018-02-27,1
5941,Location 13,Dry,2018-02-28,2018-02-28,1
5942,Location 13,Wet,2018-03-01,2018-03-03,3
5943,Location 13,Dry,2018-03-04,2018-03-12,9
5944,Location 13,Wet,2018-03-13,2018-03-14,2
5945,Location 13,Dry,2018-03-15,2018-03-15,1
5946,Location 13,Wet,2018-03-16,2018-03-17,2
5947,Location 13,Dry,2018-03-18,2018-03-20,3
5948,Location 13,Wet,2018-03-21,2018-03-23,3
5949,Location 13,Dry,2018-03-24,2018-03-24,1
5950,Location 13,Wet,2018-03-25,2018-03-25,1
5951,Location 13,Dry,2018-03-26,2018-04-05,11
5952,Location 13,Wet,2018-04-06,2018-04-08,3
5953,Location 13,Dry,2018-04-09,2018-04-11,3
5954,Location 13,Wet,2018-04-12,2018-04-12,1
5955,Location 13,Dry,2018-04-13,2018-04-15,3
5956,Location 13,Wet,2018-04-16,2018-04-17,2
5957,Location 13,Dry,2018-04-18,2018-10-03,169
5958,Location 13,Wet,2018-10-04,2018-10-04,1
5959,Location 13,Dry,2018-10-05,2018-11-21,48
5960,Location 13,Wet,2018-11-22,2018-11-24,3
5961,Location 13,Dry,2018-11-25,2018-11-27,3
5962,Location 13,Wet,2018-11-28,2018-11-30,3
5963,Location 13,Dry,2018-12-01,2018-12-01,1
5964,Location 13,Wet,2018-12-02,2018-12-02,1
5965,Location 13,Dry,2018-12-03,2018-12-04,2
5966,Location 13,Wet,2018-12-05,2018-12-06,2
5967,Location 13,Dry,2018-12-07,2018-12-16,10
5968,Location 13,Wet,2018-12-17,2018-12-17,1
5969,Location 13,Dry,2018-12-18,2018-12-24,7
5970,Location 13,Wet,2018-12-25,2018-12-25,1
5971,Location 13,Dry,2018-01-01,2018-12-31,365
5972,Location 13,Wet,2018-01-09,2018-01-10,2
5973,Location 13,Dry,2018-01-11,2018-02-26,47
5974,Location 13,Wet,2018-02-27,2018-02-28,2
5975,Location 13,Dry,2018-03-01,2018-03-02,2
5976,Location 13,Wet,2018-03-03,2018-03-04,2
5977,Location 13,Dry,2018-03-05,2018-03-10,6
5978,Location 13,Wet,2018-03-11,2018-03-11,1
5979,Location 13,Dry,2018-03-12,2018-03-14,3
5980,Location 13,Wet,2018-03-15,2018-03-18,4
5981,Location 13,Dry,2018-03-19,2018-03-22,4
5982,Location 13,Wet,2018-03-23,2018-03-23,1
5983,Location 13,Dry,2018-03-24,2018-10-03,194
5984,Location 13,Wet,2018-10-04,2018-10-04,1
5985,Location 13,Dry,2018-10-05,2018-10-12,8
5986,Location 13,Wet,2018-10-13,2018-10-13,1
5987,Location 13,Dry,2018-10-14,2018-11-21,39
5988,Location 13,Wet,2018-11-22,2018-11-23,2
5989,Location 13,Dry,2018-11-24,2018-11-28,5
